"Name","PFS","Source","Traditions","Rarity","Traits","Cantrip","Focus","Level","Summary","Heightenable"
"<u><a href=""Spells.aspx?ID=802"">Nudge Fate</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","You read slightly into the future and give fate a tiny push to achieve the result you desire.","False"
"<u><a href=""Spells.aspx?ID=1180"">Pact Broker</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","Focus","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","You offer to broker a pact of peace.","False"
"<u><a href=""Spells.aspx?ID=1159"">Phase Bolt</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Fire a spike of magic that can pass through shields and cover","True"
"<u><a href=""Spells.aspx?ID=229"">Prestidigitation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Perform a minor magical trick.","False"
"<u><a href=""Spells.aspx?ID=236"">Produce Flame</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","True","False","1","Kindle small flames to attack close or at range.","True"
"<u><a href=""Spells.aspx?ID=975"">Protect Companion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>","True","False","1","Shield your eidolon or minion from harm.","True"
"<u><a href=""Spells.aspx?ID=977"">Puff of Poison</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=96"">Inhaled</a></u>, <u><a href=""Traits.aspx?ID=126"">Poison</a></u>","True","False","1","Exhale toxins to poison a foe.","True"
"<u><a href=""Spells.aspx?ID=245"">Ray of Frost</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Damage a creature with cold.","True"
"<u><a href=""Spells.aspx?ID=246"">Read Aura</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=43"">Detection</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>","True","False","1","Detect if an object is magical, and determine the school of its magic.","True"
"<u><a href=""Spells.aspx?ID=981"">Read the Air</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>","True","False","1","Pick up societal cues.","False"
"<u><a href=""Spells.aspx?ID=1050"">Reinforce Eidolon</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","True","True","1","You focus deeply on the link between you and your eidolon and reinforce your eidolon's defenses.","False"
"<u><a href=""Spells.aspx?ID=990"">Scatter Scree</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Evoke rocks to deal bludgeoning damage and make rocky difficult terrain.","True"
"<u><a href=""Spells.aspx?ID=280"">Shield</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=75"">Force</a></u>","True","False","1","A shield of magical force blocks attacks and magic missiles.","True"
"<u><a href=""Spells.aspx?ID=806"">Shroud of Night</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=39"">Darkness</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","Drawing your hand in a sweeping gesture, you shroud the target in a veil of night.","False"
"<u><a href=""Spells.aspx?ID=286"">Sigil</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","True","False","1","Leave a magical mark.","True"
"<u><a href=""Spells.aspx?ID=555"">Silver's Refrain</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","Focus","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>","True","True","1","Make weapons silver and impede a devil's teleportation.","False"
"<u><a href=""Spells.aspx?ID=732"">Song of Strength</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","True","1","You bolster your allies' physical strength with a hearty exhortation.","False"
"<u><a href=""Spells.aspx?ID=810"">Spirit Object</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=40"" title=""Legends"">Legends</a></u>","Focus","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","Using a sliver of Baba Yaga's power, you briefly bring an object to life.","True"
"<u><a href=""Spells.aspx?ID=1002"">Spout</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","True","False","1","Batter creatures with a water blast that is larger if cast in a body of water.","True"
"<u><a href=""Spells.aspx?ID=307"">Stabilize</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=128"">Positive</a></u>","True","False","1","Stabilize a dying creature.","False"
"<u><a href=""Spells.aspx?ID=807"">Stoke the Heart</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=324"">Hex</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","True","True","1","Intense fervor fills the target creature, empowering their blows.","True"
"<u><a href=""Spells.aspx?ID=721"">Summon Instrument</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","True","False","1","Conjure a musical instrument.","True"
"<u><a href=""Spells.aspx?ID=1014"">Tame</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","True","False","1","Make a domesticated animal friendlier to you.","True"
"<u><a href=""Spells.aspx?ID=330"">Tanglefoot</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=125"">Plant</a></u>","True","False","1","Conjure a vine to entangle a creature.","True"
"<u><a href=""Spells.aspx?ID=334"">Telekinetic Projectile</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","True","False","1","Fling an object at a creature.","True"
"<u><a href=""Spells.aspx?ID=1130"">Telekinetic Rend</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=430"">Psychic</a></u>","True","True","1","Your mind creates a violent axis of motion in a nearby space.","True"
"<u><a href=""Spells.aspx?ID=1136"">Thermal Stasis</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=430"">Psychic</a></u>","True","True","1","The same abilities that let you raise or lower thermal energy also let you keep it at a safe medium.","True"
"<u><a href=""Spells.aspx?ID=1193"">Time Sense</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>","True","False","1","Know perfectly what time it is","False"
"<u><a href=""Spells.aspx?ID=1166"">Warp Step</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","True","False","1","Contract space to cover more ground when you move","False"
"<u><a href=""Spells.aspx?ID=1031"">Wash Your Luck</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=22"">Cantrip</a></u>, <u><a href=""Traits.aspx?ID=76"">Fortune</a></u>","True","False","1","Ignore misfortune once.","False"
